Feedback,Sentiment
"It was just an average event, nothing stood out.",neutral
"The food was okay, not great but not bad either.",neutral
"The venue was okay, not too much to complain about.",neutral
"The service was alright, nothing spectacular.",neutral
"The venue was okay, not too much to complain about.",neutral
"The food was okay, not great but not bad either.",neutral
"The service was alright, nothing spectacular.",neutral
"The food was okay, not great but not bad either.",neutral
"It was a decent event, could have been better.",neutral
"The service was alright, nothing spectacular.",neutral
"The service was alright, nothing spectacular.",neutral
"It was a decent event, could have been better.",neutral
"It was just an average event, nothing stood out.",neutral
"The food was okay, not great but not bad either.",neutral
"The food was okay, not great but not bad either.",neutral
"It was a decent event, could have been better.",neutral
"The venue was okay, not too much to complain about.",neutral
"The service was alright, nothing spectacular.",neutral
"It was just an average event, nothing stood out.",neutral
"It was just an average event, nothing stood out.",neutral
"It was just an average event, nothing stood out.",neutral
"The venue was okay, not too much to complain about.",neutral
"The venue was okay, not too much to complain about.",neutral
"It was a decent event, could have been better.",neutral
"The venue was okay, not too much to complain about.",neutral
"The food was okay, not great but not bad either.",neutral
"The service was alright, nothing spectacular.",neutral
"It was just an average event, nothing stood out.",neutral
"The food was okay, not great but not bad either.",neutral
"It was just an average event, nothing stood out.",neutral
"It was just an average event, nothing stood out.",neutral
"The food was okay, not great but not bad either.",neutral
"The food was okay, not great but not bad either.",neutral
"The venue was okay, not too much to complain about.",neutral
"The food was okay, not great but not bad either.",neutral
"The food was okay, not great but not bad either.",neutral
"The food was okay, not great but not bad either.",neutral
"The venue was okay, not too much to complain about.",neutral
"The venue was okay, not too much to complain about.",neutral
"The service was alright, nothing spectacular.",neutral
"The service was alright, nothing spectacular.",neutral
"The venue was okay, not too much to complain about.",neutral
"The venue was okay, not too much to complain about.",neutral
"The service was alright, nothing spectacular.",neutral
"The venue was okay, not too much to complain about.",neutral
"It was a decent event, could have been better.",neutral
"It was a decent event, could have been better.",neutral
"It was just an average event, nothing stood out.",neutral
"The service was alright, nothing spectacular.",neutral
"It was just an average event, nothing stood out.",neutral
"It was a decent event, could have been better.",neutral
"The venue was okay, not too much to complain about.",neutral
"The food was okay, not great but not bad either.",neutral
"It was a decent event, could have been better.",neutral
"The food was okay, not great but not bad either.",neutral
"The service was alright, nothing spectacular.",neutral
"The service was alright, nothing spectacular.",neutral
"It was a decent event, could have been better.",neutral
"The food was okay, not great but not bad either.",neutral
"The service was alright, nothing spectacular.",neutral
"The venue was okay, not too much to complain about.",neutral
"The venue was okay, not too much to complain about.",neutral
